Date,Amount,Description,Bank
14/09/2017,-8.97,OFFICEWORKS 0251 SYDNEY AU AUS Card xx8731 Value Date: 12/09/2017,CBA
13/08/2016,-527.0,"RETAIL PURCHASE AUST FOR UNHCR, SYDNEY 1208 AUD000000052700",BENDIGO
05/08/2016,-16.29,"RETAIL PURCHASE LIVELIFE NOOSA HEA,NOOSA HEADS 0308 AUD000000001629",BENDIGO
23/05/2017,-22.0,"RETAIL PURCHASE LC Great Hall, Fremantle 2205 AUD000000002200",BENDIGO
06/04/2017,2800.0,E-BANKING TRANSFER 0121148535 KO FLIGHT KHI 0034046540V501,BENDIGO
25/11/2015,-11.99,"RETAIL PURCHASE NETFLIX COM, MELBOURNE 2411 AUD000000001199",BENDIGO
13/06/2017,29.9,"RETAIL PURCHASE RETURN AMAYSIM AUSTRALIA LIMI, SYDNEY 1006 AUD000000002990",BENDIGO
25-08-2017,-3.5,QUAY PHARMACY SYDNEY,ANZ
25/10/2016,-19.43,"RETAIL PURCHASE TAXI COMBINED 133,DARLINGHURST 2310 AUD000000001943",BENDIGO
03/05/2017,-19.09,"RETAIL PURCHASE 7-ELEVEN 2256, PADDINGTON 0105 AUD000000001909",BENDIGO
22/09/2016,-25.8,"RETAIL PURCHASE THE GRANNY SQUARE, NEWTOWN 2009 AUD000000002580",BENDIGO
15/03/2016,-79.5,"RETAIL PURCHASE READING FUN, BROOKVALE 1403 AUD000000007950",BENDIGO
24/01/2017,-34.5,"RETAIL PURCHASE-INTERNATIONAL MEYO@MANNING.COM, 8563752597 2201 USD000000002599",BENDIGO
01/02/2017,-20.5,"RETAIL PURCHASE QUARRY ST CAFE, ULTIMO 3101 AUD000000002050",BENDIGO
09/12/2016,-21.48,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 0712 USD000000001599",BENDIGO
27/07/2017,-135.90,PAYPAL *PCLIVECOMPU 4029357733 AU AUS Card xx7113 Value Date: 24/07/2017,CBA
15-09-2017,-10.6,ROSSINI AT THE QUAY SYDNEY,ANZ
22/08/2017,-19.0,"RETAIL PURCHASE Glasgow Arms Hotel, Ultimo 2008 AUD000000001900",BENDIGO
04/11/2015,-13.99,"RETAIL PURCHASE PAYPAL *WHIZTAGS, 4029357733 0111 AUD000000001399",BENDIGO
28/04/2017,-165.0,"RETAIL PURCHASE WWW.BICYCLENSW.O,SYDNEY OLYMPI 2604 AUD000000016500",BENDIGO
30/08/2017,-14.0,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 2808 AUD000000001400",BENDIGO
28/09/2016,-194.3,WITHDRAWAL-INTERNATIONAL ATM JUNGCEYLON G FLOOR PHUKET 2809 AUD000000018675,BENDIGO
25/06/2017,-47.56,"RETAIL PURCHASE-INTERNATIONAL Audible US, 888-283-5051 2406 USD000000003588",BENDIGO
29/10/2016,-26.81,"RETAIL PURCHASE WOOLWORTHS 1905, BROADWAY 2810 AUD000000002681",BENDIGO
22/08/2017,-7.90,GLOSS ACCESSORIES PTY HURSTVILLE  AUS Card xx8731 Value Date: 21/08/2017,CBA
26/05/2017,-4.40,METROPOLE CAFE QVB SYDNEY NS AUS Card xx7113 Value Date: 22/05/2017,CBA
16/02/2016,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
19/10/2016,-18.0,"RETAIL PURCHASE KOPI TIAM, CHIPPENDALE 1810 AUD000000001800",BENDIGO
15/05/2016,-8.2,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 1205 AUD000000000820",BENDIGO
23/05/2017,-48.95,PAYPAL *A758514493 4029357733 AU AUS Card xx8731 Value Date: 19/05/2017,CBA
02/03/2017,-26.0,"RETAIL PURCHASE QUEENS HOTEL, Enmore 0103 AUD000000002600",BENDIGO
04/09/2016,-87.5,"RETAIL PURCHASE YMCA ITAC, PARRAMATTA 0209 AUD000000008750",BENDIGO
29-08-2017,-31.7,PATEL CONVENIENCE ST ASHFIELD,ANZ
7/7/2017,-20.00,LOVISA PTY LIMITED MIRANDA  AUS Card xx8731 Value Date: 06/07/2017,CBA
04/02/2017,-32.0,"RETAIL PURCHASE LIQUORLAND 3638, GLEBE 0302 AUD000000003200",BENDIGO
30/04/2017,-2.79,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Pixel Ap,g.co/payhelp# 2904 AUD000000000279",BENDIGO
25/07/2017,-45.0,ANNUAL FEE,BENDIGO
27/09/2016,-69.83,"RETAIL PURCHASE Heinemann Duty Free, Mascot 2609 AUD000000006983",BENDIGO
02/11/2016,-18.48,"RETAIL PURCHASE Chemistworks Broadway,Broadway 0111 AUD000000001848",BENDIGO
10/04/2016,-90.0,"RETAIL PURCHASE GLEBE FAMILY MEDICAL, GLEBE 0804 AUD000000009000",BENDIGO
27/05/2016,-135.75,"RETAIL PURCHASE MORRIS AND SONS SYDN, SYDNEY 2505 AUD000000013575",BENDIGO
28/07/2017,-120.0,"RETAIL PURCHASE CLOSE MOTORCYCLES 2, REDFERN 2707 AUD000000012000",BENDIGO
03/09/2016,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 0109 AUD000000004000",BENDIGO
29/06/2017,-18.5,"RETAIL PURCHASE YAN ZHOU, ULTIMO 2606 AUD000000001850",BENDIGO
05/05/2017,-37.2,"RETAIL PURCHASE WOOLWORTHS 1905, BROADWAY 0405 AUD000000003720",BENDIGO
06/04/2016,-48.93,"RETAIL PURCHASE GM CABS AUSTRALIA, MASCOT 0404 AUD000000004893",BENDIGO
17/07/2016,-107.95,"RETAIL PURCHASE PADDY PALLIN ONLINE, SYDNEY 1407 AUD000000010795",BENDIGO
18/11/2016,-2.99,"RETAIL PURCHASE PAYPAL *GOGO RACKS,13616057809 1611 AUD000000000299",BENDIGO
11/08/2017,-31.8,"RETAIL PURCHASE-INTERNATIONAL POCKET (GETPOCKET.C,4156926111 0808 USD000000002499",BENDIGO
13/06/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 09/06/2017,CBA
23/05/2017,-40.7,"RETAIL PURCHASE MENULOG PTY LTD, SYDNEY 2205 AUD000000004070",BENDIGO
01/07/2017,-59.99,"RETAIL PURCHASE TPG Internet PTY LT,North Ryde 3006 AUD000000005999",BENDIGO
18/05/2017,-29.37,"RETAIL PURCHASE BUDDYS HARBOURSIDE C S, SYDNEY 1505 AUD000000002937",BENDIGO
09/08/2016,-15.1,"RETAIL PURCHASE COLES EXPRESS 1579, RANDWICK 0708 AUD000000001510",BENDIGO
5/7/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 03/07/2017,CBA
23/07/2017,-19.3,"RETAIL PURCHASE Coogee Ground, Coogee 2207 AUD000000001930",BENDIGO
04/03/2016,-0.42,INTERNATIONAL TRANSACTION FEE,BENDIGO
16/05/2017,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 1305 AUD000000004000",BENDIGO
27/01/2017,-539.66,"RETAIL PURCHASE JETSTAR, MELBOURNE 2401 AUD000000053966",BENDIGO
22/09/2016,-37.85,"RETAIL PURCHASE H AND M AUSTRALIA 0011, SYDNEY 2109 AUD000000003785",BENDIGO
10/01/2017,-26.02,"RETAIL PURCHASE-INTERNATIONAL AMAZON MKTPLACE PMT,AMAZON.COM 0901 AUD000000002602",BENDIGO
03/05/2016,-63.33,"RETAIL PURCHASE BWS LIQUOR 1636, GLEBE 0105 AUD000000006333",BENDIGO
22/11/2015,-15.3,"RETAIL PURCHASE PICCADILLY OPERATI,POTTS POINT 2011 AUD000000001530",BENDIGO
17/04/2016,-10.25,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 1404 AUD000000001025",BENDIGO
2/7/2017,-70.00,Transfer to other Bank NetBank Blouse Sujata,CBA
28/06/2017,-127.90,SHIRE MODELS SUTHERLAND NS AUS Card xx7113 Value Date: 24/06/2017,CBA
02/08/2017,-20.2,"RETAIL PURCHASE THE ROSE HOTEL, CHIPPENDALE 2907 AUD000000002020",BENDIGO
25/10/2016,-606.3,"RETAIL PURCHASE TICKETEK PTY LTD NSW, SYDNEY 2310 AUD000000060630",BENDIGO
20/04/2017,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 1804 AUD000000008750",BENDIGO
22/09/2016,-31.9,"RETAIL PURCHASE SMIGGLE S34, BROADWAY 2109 AUD000000003190",BENDIGO
02/12/2016,-125.0,"RETAIL PURCHASE POWERSHOP AUSTRALIA, MELBOURNE 2911 AUD000000012500",BENDIGO
23/06/2017,-13.28,HJ VICTORY PTY LTD QPS SYLVANIA  AUS Card xx8731 Value Date: 22/06/2017,CBA
28/09/2016,-12.0,"RETAIL PURCHASE HARVEY NORMAN AV/IT, BROADWAY 2609 AUD000000001200",BENDIGO
27/06/2017,-54.99,"RETAIL PURCHASE CHIPPENDALE CELLAR,CHIPPENDALE 2406 AUD000000005499",BENDIGO
05/02/2016,-0.61,INTERNATIONAL TRANSACTION FEE,BENDIGO
06/05/2017,-53.0,"RETAIL PURCHASE CITY OF SYDNEY OBG, SYDNEY 0405 AUD000000005300",BENDIGO
27/09/2016,-230.0,"RETAIL PURCHASE FITTER4LIFE PTY LTD, ROZELLE 2409 AUD000000023000",BENDIGO
14/07/2016,-29.9,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 1207 AUD000000002990",BENDIGO
22/09/2017,-466.09,"RETAIL PURCHASE AGL RETAIL ENERGY,NORTH SYDNEY 2009 AUD000000046609",BENDIGO
24/09/2016,-15.5,"RETAIL PURCHASE QUARRY ST CAFE, ULTIMO 2309 AUD000000001550",BENDIGO
20/03/2016,-2.99,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Kurechii,g.co/payhelp# 1803 AUD000000000299",BENDIGO
20/09/2016,-0.6,INTERNATIONAL TRANSACTION FEE,BENDIGO
28/11/2015,-0.56,INTERNATIONAL TRANSACTION FEE,BENDIGO
12/04/2016,-0.48,INTERNATIONAL TRANSACTION FEE,BENDIGO
13/04/2017,-42.0,"RETAIL PURCHASE MENULOG PTY LTD, SYDNEY 1204 AUD000000004200",BENDIGO
23/05/2017,-40.00,TRANSPORT FOR NSW-OPAL CHIPPENDALE  AUS Card xx8731 Value Date: 22/05/2017,CBA
04/05/2017,-17.12,"RETAIL PURCHASE UBER AU MAY03 LGN7H, SYDNEY 0305 AUD000000001712",BENDIGO
02/12/2015,-349.48,"RETAIL PURCHASE TICKETEK PTY LTD WEB, SYDNEY 3011 AUD000000034948",BENDIGO
01/04/2017,-59.99,"RETAIL PURCHASE TPG Internet PTY LT,North Ryde 3103 AUD000000005999",BENDIGO
7/6/2017,-9.21,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 04/06/2017,CBA
24/01/2016,-12.5,"RETAIL PURCHASE SOUL BURGERS QPS, RANDWICK 2201 AUD000000001250",BENDIGO
16/08/2017,-34.98,"RETAIL PURCHASE YAN ZHOU, ULTIMO 1308 AUD000000003498",BENDIGO
20/07/2017,-55.72,"RETAIL PURCHASE CHEMIST WAREHOUSE, RANDWICK 1907 AUD000000005572",BENDIGO
20/10/2015,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
31/05/2017,2122.0,CREDIT TRANSFER 0124250617 00247011616601,BENDIGO
05/02/2016,-20.33,"RETAIL PURCHASE-INTERNATIONAL NADRA, ISLAMABAD 0202 PKR000000150000",BENDIGO
17/08/2017,-12.0,"RETAIL PURCHASE THE HOYTS CORPORATIO, BROADWAY 1408 AUD000000001200",BENDIGO
14/03/2016,2000.0,E-BANKING TRANSFER 0100796589 00247011611301,BENDIGO
24/01/2017,-29.0,"RETAIL PURCHASE LIQUORLAND 3638, GLEBE 2201 AUD000000002900",BENDIGO
12/04/2016,-31.9,"RETAIL PURCHASE-INTERNATIONAL SITE5.COM WEB HOS,888-748-3526 1104 USD000000002400",BENDIGO
21-09-2017,-105.0,ALLANS BILLY HYDE SYDNEY,ANZ
29/10/2016,-34.98,"RETAIL PURCHASE YAN ZHOU, ULTIMO 2610 AUD000000003498",BENDIGO
14/08/2016,-0.2,INTERNATIONAL TRANSACTION FEE,BENDIGO
15/05/2016,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 1305 AUD000000004000",BENDIGO
31/05/2017,-31.98,"RETAIL PURCHASE YAN ZHOU, ULTIMO 2605 AUD000000003198",BENDIGO
13/09/2017,-22.00,DANCEKOOL PTY LTD HAYMARKET  AUS Card xx8731 Value Date: 12/09/2017,CBA
15/10/2015,-1.43,INTERNATIONAL TRANSACTION FEE,BENDIGO
13/01/2016,-12.5,"RETAIL PURCHASE QUARRY ST CAFE, ULTIMO 1201 AUD000000001250",BENDIGO
08/01/2016,-60.0,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google P,GOOGLE.COM/CH 0701 AUD000000006000",BENDIGO
20/07/2017,-19.18,"RETAIL PURCHASE-INTERNATIONAL Audible, adbl.co/bill 1907 USD000000001498",BENDIGO
23/08/2016,580.0,E-BANKING TRANSFER 0108744465 Y 00247011611301,BENDIGO
14/12/2016,-32.28,"RETAIL PURCHASE-INTERNATIONAL NECOS NATURAL STORE, KARACHI 0812 PKR000000252100",BENDIGO
13/09/2017,-18.06,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 11/09/2017,CBA
30/12/2015,-15.28,"RETAIL PURCHASE WOOLWORTHS 1380, UMINA BEACH 2912 AUD000000001528",BENDIGO
28/11/2015,-2.69,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *1337 and,GOOGLE.COM/CH 2611 AUD000000000269",BENDIGO
04/08/2016,-64.0,"RETAIL PURCHASE AROMAS NOOSA, SA HEADS QLD 0108 AUD000000006400",BENDIGO
02/02/2016,-12.99,"RETAIL PURCHASE-INTERNATIONAL DROPBOX*XJ8R8HZBV,415-986-7057 3101 AUD000000001299",BENDIGO
30-08-2017,-20.14,IGNACIO AUST PTY LTD ASHFIELD,ANZ
30/11/2016,-0.44,INTERNATIONAL TRANSACTION FEE,BENDIGO
20/08/2016,-10.43,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 1908 USD000000000799",BENDIGO
14/04/2017,-13.37,"RETAIL PURCHASE-INTERNATIONAL Veel plezier X Blendle,Utrecht 1304 USD000000001000",BENDIGO
25-09-2017,-14.5,TOP JUICE MLC CENTRE SYDNEY,ANZ
12/04/2016,-99.26,"RETAIL PURCHASE COLES, BROADWAY 0904 AUD000000009926",BENDIGO
23/08/2016,-41.57,"RETAIL PURCHASE LEICHHARDT IGA, LEICHHARDT 2008 AUD000000004157",BENDIGO
23/09/2016,-13.21,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 2109 USD000000000999",BENDIGO
02/09/2017,-10.0,"RETAIL PURCHASE LAILLTIMO CAFE N PIZZA, ULTIMO 3008 AUD000000001000",BENDIGO
08/02/2017,-15.96,"RETAIL PURCHASE ORANGE SUPERMARK,IMO NSW 0402 AUD000000001596",BENDIGO
08/01/2016,-247.55,"RETAIL PURCHASE-INTERNATIONAL AMAZON MKTPLACE PMT,AMAZON.COM 0701 AUD000000024755",BENDIGO
21/06/2017,-39.00,KMART 1160 BURWOOD AU AUS Card xx8731 Value Date: 18/06/2017,CBA
20/10/2016,-51.5,"RETAIL PURCHASE Soul Burger - Glebe, Glebe 1910 AUD000000005150",BENDIGO
8/8/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 04/08/2017,CBA
20/10/2015,-2.75,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google S,GOOGLE.COM/CH 1810 USD000000000199",BENDIGO
16/12/2016,-57.43,"RETAIL PURCHASE-INTERNATIONAL XANDERS, KARACHI 1312 PKR000000451490",BENDIGO
18-09-2017,-16.0,CBD NOODLES SYDNEY,ANZ
04/08/2017,-13.76,"RETAIL PURCHASE AMAZON AUST SERVICES,MELBOURNE 0208 AUD000000001376",BENDIGO
17/03/2017,-15.0,"RETAIL PURCHASE THE HUB HOUSE DINERQPS, ULTIMO 1503 AUD000000001500",BENDIGO
08/02/2017,-320.0,"RETAIL PURCHASE 0ULTIMO PS 3305, ULTIMO 0702 AUD000000032000",BENDIGO
1/6/2017,-28.50,NOTARAS FISH MARKETS CRONULLA  AUS Card xx7113 Value Date: 27/05/2017,CBA
13/11/2016,-9.99,"RETAIL PURCHASE Chemistworks Broadway,Broadway 1211 AUD000000000999",BENDIGO
19/07/2017,-16.99,"RETAIL PURCHASE AMAZON AUST SERVICES,MELBOURNE 1507 AUD000000001699",BENDIGO
18/10/2016,-100.0,"RETAIL PURCHASE ALH GROUP 8570 HARLEQU,PYRMONT 1410 AUD000000010000",BENDIGO
24/03/2016,10.0,"RETAIL PURCHASE RETURN AMAYSIM AUSTRALIA LIMI, SYDNEY 2203 AUD000000001000",BENDIGO
06/11/2015,-1.39,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *IRONHIDE,GOOGLE.COM/CH 0411 AUD000000000139",BENDIGO
19/03/2017,-66.0,"RETAIL PURCHASE OVEN LOVIN, NORTH ROCKS 1703 AUD000000006600",BENDIGO
5/9/2017,-11.00,UBER TRIP G2UCN HELP.U 14518236738 AU AUS Card xx8731 Value Date: 01/09/2017,CBA
17/09/2016,-74.95,"RETAIL PURCHASE Hype DC Broadway, Ultimo 1609 AUD000000007495",BENDIGO
01/11/2016,-130.0,"RETAIL PURCHASE TEACHERS EYE CARE1,SURRY HILLS 3110 AUD000000013000",BENDIGO
30/05/2017,-1.01,"RETAIL PURCHASE MAMMOTH MEDIA P/,INDOOROOPILLY 2905 AUD000000000101",BENDIGO
15/09/2016,-0.12,INTERNATIONAL TRANSACTION FEE,BENDIGO
11/08/2017,-38.98,"RETAIL PURCHASE CHEMIST WAREHOUSE, RANDWICK 1008 AUD000000003898",BENDIGO
06/11/2015,-23.8,"RETAIL PURCHASE CHANG SIAM CUISINE, ULTIMO 0411 AUD000000002380",BENDIGO
08/04/2016,-10.5,"RETAIL PURCHASE HOB QUA F B SER ,IMO NSW 0504 AUD000000001050",BENDIGO
15/03/2016,-2.66,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google S,g.co/payhelp# 1303 USD000000000199",BENDIGO
06/02/2016,-17.0,"RETAIL PURCHASE HOB QUA F B SER ,IMO NSW 0402 AUD000000001700",BENDIGO
23/05/2017,-9.50,SQ *WHITE HORSE COFFEE Sutherland NS AUS Card xx7113 Value Date: 19/05/2017,CBA
09/12/2016,-0.64,INTERNATIONAL TRANSACTION FEE,BENDIGO
16/12/2015,-15.0,"RETAIL PURCHASE LIQUORLAND 3638, GLEBE 1512 AUD000000001500",BENDIGO
06/01/2017,-1.9,"RETAIL PURCHASE CITYOFSYDNEY PARKING, SYDNEY 0501 AUD000000000190",BENDIGO
22/03/2016,-13.14,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 2003 USD000000000999",BENDIGO
03/08/2017,-15.0,"RETAIL PURCHASE LIQUORLAND 3638, GLEBE 0208 AUD000000001500",BENDIGO
06/05/2017,-36.0,"RETAIL PURCHASE PUB LIFE KITCHEN, ULTIMO 0405 AUD000000003600",BENDIGO
10/11/2016,-35.5,"RETAIL PURCHASE PIOIK BAKERY PTY LTD, PYRMONT 0911 AUD000000003550",BENDIGO
11/11/2015,-107.31,"RETAIL PURCHASE COLES 0839, BROADWAY 1011 AUD000000010731",BENDIGO
15/10/2015,-2.74,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google S,GOOGLE.COM/CH 1310 USD000000000199",BENDIGO
28/02/2017,-32.35,"RETAIL PURCHASE MGM SPICES, SURRY HILLS 2702 AUD000000003235",BENDIGO
13/11/2015,-35.98,"RETAIL PURCHASE ULTIMAX CORPORATION,PARRAMATTA 1111 AUD000000003598",BENDIGO
26/10/2016,-17.5,"RETAIL PURCHASE The Potting Shed, Alexandria 2510 AUD000000001750",BENDIGO
1/9/2017,-19.80,UNIQLO SYDNEY NS AUS Card xx8731 Value Date: 29/08/2017,CBA
20/05/2016,-156.79,"RETAIL PURCHASE ETAIL VENTURES, BROOKVALE 1805 AUD000000015679",BENDIGO
24/08/2017,-3.80,CAFE 2232 SUTHERLAND NS AUS Card xx7113 Value Date: 19/08/2017,CBA
13/09/2017,-11.42,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 10/09/2017,CBA
05/03/2017,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 0303 AUD000000008750",BENDIGO
12/7/2017,-37.84,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 08/07/2017,CBA
09/12/2016,-108.29,"RETAIL PURCHASE-INTERNATIONAL ALPHA, KARACHI 0612 PKR000000844400",BENDIGO
18/11/2016,-4.99,"RETAIL PURCHASE PAYPAL *AUEBAY07, 4029357733 1611 AUD000000000499",BENDIGO
05/05/2016,-2.0,INTERNATIONAL TRANSACTION FEE,BENDIGO
28/09/2016,-5.0,INTERNATIONAL ATM WDL FEE,BENDIGO
08/04/2017,-2931.59,"RETAIL PURCHASE EMIRATES, E-COMMERCE 0604 AUD000000293159",BENDIGO
07-09-2017,-69.99,TPG Internet PTY LTD North Ryde,ANZ
12/7/2017,-40.00,TRANSPORT FOR NSW        SYDNEY       AU,CBA
19/11/2016,-21.0,"RETAIL PURCHASE Fratelli Famous, Sydney 1811 AUD000000002100",BENDIGO
20/07/2016,-11.12,"RETAIL PURCHASE BROADWAY SC CAR PARK, SYDNEY 1707 AUD000000001112",BENDIGO
09/11/2016,-46.97,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 0811 AUD000000004697",BENDIGO
11/04/2017,-650.88,"RETAIL PURCHASE IKEA TEMPE1, TEMPE 0904 AUD000000065088",BENDIGO
26/04/2017,-21.93,"RETAIL PURCHASE AGL RETAIL ENERGY,NORTH SYDNEY 2404 AUD000000002193",BENDIGO
05/04/2017,-16.99,"RETAIL PURCHASE YAN ZHOU, ULTIMO 3103 AUD000000001699",BENDIGO
07/03/2017,-8.4,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 0503 AUD000000000840",BENDIGO
18/03/2017,13.0,"RETAIL PURCHASE RETURN LIQUORLAND 3498, WARRIEWOOD 1703 AUD000000001300",BENDIGO
23/08/2017,-8.0,"RETAIL PURCHASE WOLESLEY MGT PTY LTD, ULTIMO 1808 AUD000000000800",BENDIGO
24/05/2016,-22.8,"RETAIL PURCHASE Gelato Messina - Star, Pyrmont 2205 AUD000000002280",BENDIGO
04/10/2017,-30.5,"RETAIL PURCHASE MCDONALDS KELLYVIL1,KELLYVILLE 2909 AUD000000003050",BENDIGO
11/06/2016,-980.75,"RETAIL PURCHASE CLOSE MOTORCYCLES 2, REDFERN 1006 AUD000000098075",BENDIGO
07/02/2017,-63.07,"RETAIL PURCHASE UBER AU FEB04 IPNAX, SYDNEY 0402 AUD000000006307",BENDIGO
11/04/2017,-158.17,"RETAIL PURCHASE-INTERNATIONAL DUBAI DUTY FREE, DUBAI 0804 AUD000000015817",BENDIGO
24/09/2017,-74.0,"RETAIL PURCHASE SUBLACUM PTY LTD, PYRMONT 2209 AUD000000007400",BENDIGO
10/05/2017,-17.95,"RETAIL PURCHASE UBER AU MAY09 65EXJ, SYDNEY 0905 AUD000000001795",BENDIGO
02/09/2017,-298.0,"RETAIL PURCHASE SP * ADDICTED TO AUD,FAIRFIELD 3108 AUD000000029800",BENDIGO
02/03/2016,-125.0,"RETAIL PURCHASE GLEBE FAMILY MEDICAL, GLEBE 2902 AUD000000012500",BENDIGO
30/05/2017,-2.8,"RETAIL PURCHASE COLES 08001, RANDWICK 2905 AUD000000000280",BENDIGO
14/10/2017,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 1310 AUD000000008750",BENDIGO
6/7/2017,-8.60,CFFC MIRANDA PTY LTD MIRANDA NS AUS Card xx7113 Value Date: 01/07/2017,CBA
18/08/2016,-0.94,INTERNATIONAL TRANSACTION FEE,BENDIGO
15/11/2016,-7.58,"RETAIL PURCHASE COOGEE BITE, COOGEE 1311 AUD000000000758",BENDIGO
20/11/2016,-0.61,INTERNATIONAL TRANSACTION FEE,BENDIGO
07/01/2016,-6.0,"RETAIL PURCHASE WH SMITH AUSTRALIA, KENSINGTON 0501 AUD000000000600",BENDIGO
03/06/2017,-18.5,"RETAIL PURCHASE BESPOKE GRP INTL, BOTANY 3105 AUD000000001850",BENDIGO
12/09/2017,-27.8,"RETAIL PURCHASE LAILLTIMO CAFE N PIZZA, ULTIMO 0909 AUD000000002780",BENDIGO
02/03/2017,-12.4,"RETAIL PURCHASE RANDWICK, RANDWICK 2802 AUD000000001240",BENDIGO
02/08/2016,-14.5,"RETAIL PURCHASE EVENT CINEMAS GEORGE, SYDNEY 2907 AUD000000001450",BENDIGO
22/03/2016,-36.0,"RETAIL PURCHASE AIRPORT RETAIL ENTER, MASCOT 1903 AUD000000003600",BENDIGO
24/02/2016,-0.04,INTERNATIONAL TRANSACTION FEE,BENDIGO
02/04/2016,-117.05,"RETAIL PURCHASE-INTERNATIONAL FEISHILEMAOYI(SHANGHAI,BEIJING 3103 AUD000000011705",BENDIGO
25/12/2015,-27.3,"RETAIL PURCHASE MGM SPICES, SURRY HILLS 2412 AUD000000002730",BENDIGO
04/01/2017,-1.39,INTERNATIONAL TRANSACTION FEE,BENDIGO
06/05/2017,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 0405 AUD000000004000",BENDIGO
20/08/2017,-4.4,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 1708 AUD000000000440",BENDIGO
29/07/2016,-24.1,"RETAIL PURCHASE MGM SPICES, SURRY HILLS 2807 AUD000000002410",BENDIGO
31/08/2017,-17.0,"RETAIL PURCHASE Fratelli Famous, Sydney 3008 AUD000000001700",BENDIGO
16/08/2017,-11.84,OK SUPERMARKET HURST HURSTVILLE NS AUS Card xx8731 Value Date: 13/08/2017,CBA
07/02/2017,-34.99,"RETAIL PURCHASE REBEL BROADWAY, BROADWAY 0302 AUD000000003499",BENDIGO
21/02/2017,-15.8,"RETAIL PURCHASE MGM SPICES, SURRY HILLS 1802 AUD000000001580",BENDIGO
15-09-2017,-4.0,WOOLWORTHS 1248 SYDNEY,ANZ
27/07/2017,-3.9,"RETAIL PURCHASE CAFFE' BRIOSO PL, KENSINGTON 2407 AUD000000000390",BENDIGO
08/02/2017,-8.4,"RETAIL PURCHASE HOB QUA F&B SER ,IMO NSW 0702 AUD000000000840",BENDIGO
19/08/2017,-44.9,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 1808 AUD000000004490",BENDIGO
13/06/2017,-50.00,TFNSW RAIL               SYDNEY       AU,CBA
12/01/2016,-44.33,"RETAIL PURCHASE COLES 0839, BROADWAY 1001 AUD000000004433",BENDIGO
02/08/2017,-13.5,"RETAIL PURCHASE TASTE BAGUETTE DARLN, SYDNEY 3007 AUD000000001350",BENDIGO
04/03/2017,-105.0,"RETAIL PURCHASE PUB LIFE KITCHEN, ULTIMO 0203 AUD000000010500",BENDIGO
06/04/2017,-5.5,"RETAIL PURCHASE GREENVALLEY RANDWICK, RANDWICK 0504 AUD000000000550",BENDIGO
20/05/2017,-7.0,"RETAIL PURCHASE ZEBRA LOUNGE, PYRMONT 1805 AUD000000000700",BENDIGO
13/06/2017,-50.00,Wdl ATM CBA ATM  SUTHERLAND     NSW 225901   AUS,CBA
07/04/2017,-36.97,"RETAIL PURCHASE COLES EXPRESS 1579, RANDWICK 0604 AUD000000003697",BENDIGO
21/06/2017,-28.5,"RETAIL PURCHASE COMPASSTARONGA ZOO, MOSMAN 1706 AUD000000002850",BENDIGO
